gameid,league,year,date,game,playoffs,side,team,gamelength,result,teamkills,teamdeaths,totalgold,enemy_gold,enemy_team
ESPORTSTMNT03/1321624,LLA,2020,3/1/2020 23:32,1,0,Red,Rainbow7,2171,1,17,3,65234,53026,Pixel Esports Club
ESPORTSTMNT03/1331623,LCS.A,2020,3/1/2020 23:52,1,0,Blue,FlyQuest Academy,1921,1,21,5,60260,48543,TSM Academy
ESPORTSTMNT03/1331623,LCS.A,2020,3/1/2020 23:52,1,0,Red,TSM Academy,1921,0,5,21,48543,60260,FlyQuest Academy
ESPORTSTMNT02/1297403,CK,2020,3/2/2020 7:38,1,0,Blue,Jin Air Green Wings,1992,0,4,16,52918,61831,hyFresh Blade
ESPORTSTMNT02/1297403,CK,2020,3/2/2020 7:38,1,0,Red,hyFresh Blade,1992,1,16,4,61831,52918,Jin Air Green Wings
ESPORTSTMNT02/1297408,CK,2020,3/2/2020 8:48,2,0,Blue,hyFresh Blade,1492,1,22,4,50215,37161,Jin Air Green Wings
ESPORTSTMNT02/1297408,CK,2020,3/2/2020 8:48,2,0,Red,Jin Air Green Wings,1492,0,4,22,37161,50215,hyFresh Blade
ESPORTSTMNT02/1297422,CK,2020,3/2/2020 9:57,1,0,Blue,OZ Gaming,1719,0,5,12,42617,56014,ASURA
ESPORTSTMNT02/1297422,CK,2020,3/2/2020 9:57,1,0,Red,ASURA,1719,1,12,5,56014,42617,OZ Gaming
ESPORTSTMNT02/1297429,CK,2020,3/2/2020 10:58,2,0,Blue,ASURA,1932,1,12,6,60531,50666,OZ Gaming
ESPORTSTMNT02/1297429,CK,2020,3/2/2020 10:58,2,0,Red,OZ Gaming,1932,0,6,12,50666,60531,ASURA
ESPORTSTMNT03/1321757,BL,2020,3/2/2020 16:42,1,0,Blue,Timeout Esports,2286,1,23,23,72174,65781,Aethra Esports
ESPORTSTMNT03/1321757,BL,2020,3/2/2020 16:42,1,0,Red,Aethra Esports,2286,0,23,23,65781,72174,Timeout Esports
ESPORTSTMNT03/1321760,SLO,2020,3/2/2020 16:45,1,0,Blue,S2V Esports,1963,1,16,8,62715,52110,x6tence
ESPORTSTMNT03/1321760,SLO,2020,3/2/2020 16:45,1,0,Red,x6tence,1963,0,8,16,52110,62715,S2V Esports
ESPORTSTMNT03/1331814,EBL,2020,3/2/2020 17:43,1,0,Blue,Crvena zvezda Esports,2083,0,8,11,51386,59216,WarKidZ E-Sports
ESPORTSTMNT03/1331814,EBL,2020,3/2/2020 17:43,1,0,Red,WarKidZ E-Sports,2083,1,11,8,59216,51386,Crvena zvezda Esports
ESPORTSTMNT03/1321783,SLO,2020,3/2/2020 17:43,1,0,Blue,eMonkeyz,1566,0,11,22,44964,53582,G2 Arctic
ESPORTSTMNT03/1321783,SLO,2020,3/2/2020 17:43,1,0,Red,G2 Arctic,1566,1,22,11,53582,44964,eMonkeyz
ESPORTSTMNT03/1321808,SLO,2020,3/2/2020 18:40,1,0,Blue,Vodafone Giants.Spain,2154,1,16,7,65671,54702,Team Queso
ESPORTSTMNT03/1321808,SLO,2020,3/2/2020 18:40,1,0,Red,Team Queso,2154,0,6,16,54702,65671,Vodafone Giants.Spain
ESPORTSTMNT03/1321842,EBL,2020,3/2/2020 19:33,1,0,Blue,Upper Echelon,1812,0,9,18,44829,57172,ŠAIM SE
ESPORTSTMNT03/1321842,EBL,2020,3/2/2020 19:33,1,0,Red,ŠAIM SE,1812,1,18,9,57172,44829,Upper Echelon
ESPORTSTMNT03/1321850,SLO,2020,3/2/2020 19:43,1,0,Blue,BCN Squad,2688,0,16,12,80202,74834,UCAM Esports Club
ESPORTSTMNT03/1321850,SLO,2020,3/2/2020 19:43,1,0,Red,UCAM Esports Club,2688,1,12,16,74834,80202,BCN Squad
ESPORTSTMNT06/1160316,BL,2020,3/2/2020 19:44,1,0,Blue,RSC Anderlecht Esports,2232,1,22,14,64593,61999,KV Mechelen Esports
ESPORTSTMNT06/1160316,BL,2020,3/2/2020 19:44,1,0,Red,KV Mechelen Esports,2232,0,14,22,61999,64593,RSC Anderlecht Esports
ESPORTSTMNT06/1170329,BL,2020,3/2/2020 20:06,1,0,Blue,Aethra Esports,1980,0,4,19,51300,59447,Brussels Guardians
ESPORTSTMNT06/1170329,BL,2020,3/2/2020 20:06,1,0,Red,Brussels Guardians,1980,1,19,4,59447,51300,Aethra Esports
EUW1/4436303198,LPLOL,2020,3/2/2020 20:14,1,0,Blue,GTZ Bulls,1641,0,4,33,36181,56753,For The Win Esports
EUW1/4436303198,LPLOL,2020,3/2/2020 20:14,1,0,Red,For The Win Esports,1641,1,32,4,56753,36181,GTZ Bulls
ESPORTSTMNT03/1331887,LHE,2020,3/2/2020 20:37,1,0,Blue,ACE 1,2584,0,16,22,71103,77844,FroztFire Team
ESPORTSTMNT03/1331887,LHE,2020,3/2/2020 20:37,1,0,Red,FroztFire Team,2584,1,22,16,77844,71103,ACE 1
ESPORTSTMNT03/1321869,EBL,2020,3/2/2020 20:40,1,0,Blue,WiLD MultiGaming,1622,0,4,16,39519,53619,ŠAIM SE SuppUp
ESPORTSTMNT03/1321869,EBL,2020,3/2/2020 20:40,1,0,Red,ŠAIM SE SuppUp,1622,1,16,4,53619,39519,WiLD MultiGaming
ESPORTSTMNT03/1321877,LPLOL,2020,3/2/2020 20:49,1,0,Blue,SAMCLAN Esports Club,1678,1,16,8,52979,41909,Estoril Praia eSports
ESPORTSTMNT03/1321877,LPLOL,2020,3/2/2020 20:49,1,0,Red,Estoril Praia eSports,1678,0,8,16,41909,52979,SAMCLAN Esports Club
ESPORTSTMNT06/1160326,BL,2020,3/2/2020 20:57,1,0,Blue,KV Mechelen Esports,1261,0,5,24,28661,44345,Sector One
ESPORTSTMNT06/1160326,BL,2020,3/2/2020 20:57,1,0,Red,Sector One,1261,1,24,6,44345,28661,KV Mechelen Esports
ESPORTSTMNT03/1321895,SLO,2020,3/2/2020 21:05,1,0,Blue,Movistar Riders,1982,0,4,19,50417,63712,MAD Lions Madrid
ESPORTSTMNT03/1321895,SLO,2020,3/2/2020 21:05,1,0,Red,MAD Lions Madrid,1982,1,19,4,63712,50417,Movistar Riders
ESPORTSTMNT03/1331919,LCS.A,2020,3/2/2020 21:09,1,0,Blue,CLG Academy,1812,1,9,2,57598,50389,Immortals Academy
ESPORTSTMNT03/1331919,LCS.A,2020,3/2/2020 21:09,1,0,Red,Immortals Academy,1812,0,2,9,50389,57598,CLG Academy
ESPORTSTMNT03/1321920,LHE,2020,3/2/2020 21:51,1,0,Blue,Valorous,1844,0,4,17,46240,58643,Universidad Católica Esports
ESPORTSTMNT03/1321920,LHE,2020,3/2/2020 21:51,1,0,Red,Universidad Católica Esports,1844,1,17,4,58643,46240,Valorous
ESPORTSTMNT03/1331951,LCS.A,2020,3/2/2020 22:02,1,0,Blue,Evil Geniuses Academy,2228,1,20,5,64176,55169,Golden Guardians Academy
ESPORTSTMNT03/1331951,LCS.A,2020,3/2/2020 22:02,1,0,Red,Golden Guardians Academy,2228,0,5,20,55169,64176,Evil Geniuses Academy
ESPORTSTMNT03/1321940,LPLOL,2020,3/2/2020 22:21,1,0,Blue,Boavista FC,1611,0,2,28,36262,53000,EGN Esports
ESPORTSTMNT03/1321940,LPLOL,2020,3/2/2020 22:21,1,0,Red,EGN Esports,1611,1,28,2,53000,36262,Boavista FC
ESPORTSTMNT03/1321951,LHE,2020,3/2/2020 22:46,1,0,Blue,Furious Gaming Chile,1742,0,2,9,43458,52166,Azules Esports Academy
ESPORTSTMNT03/1321951,LHE,2020,3/2/2020 22:46,1,0,Red,Azules Esports Academy,1742,1,9,2,52166,43458,Furious Gaming Chile
ESPORTSTMNT03/1331983,LPLOL,2020,3/2/2020 23:01,1,0,Blue,GeekCase eSports,2115,0,7,18,56779,63795,Cidade Curiosa Esports
ESPORTSTMNT03/1331983,LPLOL,2020,3/2/2020 23:01,1,0,Red,Cidade Curiosa Esports,2115,1,18,7,63795,56779,GeekCase eSports
ESPORTSTMNT03/1331999,LCS.A,2020,3/2/2020 23:17,1,0,Blue,Cloud9 Academy,2380,1,15,17,66358,67757,Dignitas Academy
ESPORTSTMNT03/1331999,LCS.A,2020,3/2/2020 23:17,1,0,Red,Dignitas Academy,2380,0,17,15,67757,66358,Cloud9 Academy
ESPORTSTMNT03/1321981,LHE,2020,3/2/2020 23:39,1,0,Blue,Kaos Latin Gamers,2615,1,20,11,83039,70372,Dark Horse
ESPORTSTMNT03/1321981,LHE,2020,3/2/2020 23:39,1,0,Red,Dark Horse,2615,0,11,20,70372,83039,Kaos Latin Gamers
ESPORTSTMNT03/1321990,BRCC,2020,3/2/2020 23:58,1,0,Blue,Team oNe eSports,2165,1,12,9,61525,55214,Falkol
ESPORTSTMNT03/1321990,BRCC,2020,3/2/2020 23:58,1,0,Red,Falkol,2165,0,9,12,55214,61525,Team oNe eSports
ESPORTSTMNT03/1332030,LCS,2020,3/3/2020 0:11,1,0,Blue,Immortals,2981,1,20,18,89537,83752,Counter Logic Gaming
ESPORTSTMNT03/1332030,LCS,2020,3/3/2020 0:11,1,0,Red,Counter Logic Gaming,2981,0,18,20,83752,89537,Immortals
ESPORTSTMNT03/1322000,LHE,2020,3/3/2020 0:47,1,0,Blue,Rebirth eSports,1704,1,19,7,56202,42380,Humanoids5
ESPORTSTMNT03/1322000,LHE,2020,3/3/2020 0:47,1,0,Red,Humanoids5,1704,0,7,19,42380,56202,Rebirth eSports
ESPORTSTMNT03/1322005,BRCC,2020,3/3/2020 0:56,1,0,Blue,RED Canids,2171,1,18,8,67196,57493,Intergalaxy Tigers Gaming
ESPORTSTMNT03/1322005,BRCC,2020,3/3/2020 0:56,1,0,Red,Intergalaxy Tigers Gaming,2171,0,8,18,57493,67196,RED Canids
ESPORTSTMNT03/1322029,BRCC,2020,3/3/2020 1:56,1,0,Blue,Havan Liberty,1725,0,7,6,46453,48212,Santos e-Sports
ESPORTSTMNT03/1322029,BRCC,2020,3/3/2020 1:56,1,0,Red,Santos e-Sports,1725,1,6,7,48212,46453,Havan Liberty
ESPORTSTMNT03/1332066,LCS,2020,3/3/2020 2:30,1,0,Blue,Cloud9,1861,1,10,1,59349,47279,Dignitas
ESPORTSTMNT03/1332066,LCS,2020,3/3/2020 2:30,1,0,Red,Dignitas,1861,0,1,10,47279,59349,Cloud9
ESPORTSTMNT03/1322191,UL,2020,3/3/2020 15:38,1,0,Blue,piratesports,1683,1,19,6,54673,42251,Diablo Chairs
ESPORTSTMNT03/1322191,UL,2020,3/3/2020 15:38,1,0,Red,Diablo Chairs,1683,0,6,19,42251,54673,piratesports
ESPORTSTMNT03/1322210,PRM,2020,3/3/2020 16:19,1,0,Blue,SK Gaming Prime,1614,0,5,18,39179,49253,EURONICS Gaming
ESPORTSTMNT03/1322210,PRM,2020,3/3/2020 16:19,1,0,Red,EURONICS Gaming,1614,1,18,5,49253,39179,SK Gaming Prime
ESPORTSTMNT03/1332226,GLL,2020,3/3/2020 16:21,1,0,Blue,Team Refuse,1838,0,5,20,46630,56544,WLGaming Esports
ESPORTSTMNT03/1332226,GLL,2020,3/3/2020 16:21,1,0,Red,WLGaming Esports,1838,1,20,5,56544,46630,Team Refuse
ESPORTSTMNT03/1322221,PGN,2020,3/3/2020 16:51,1,1,Blue,Racoon,1680,0,15,24,48317,55099,Cyberground Gaming
ESPORTSTMNT03/1322221,PGN,2020,3/3/2020 16:51,1,1,Red,Cyberground Gaming,1680,1,24,15,55099,48317,Racoon
ESPORTSTMNT03/1322224,UL,2020,3/3/2020 16:59,1,0,Blue,Illuminar Gaming,2422,0,14,17,64962,70743,AGO ROGUE
ESPORTSTMNT03/1322224,UL,2020,3/3/2020 16:59,1,0,Red,AGO ROGUE,2422,1,15,14,70743,64962,Illuminar Gaming
ESPORTSTMNT03/1322227,DL,2020,3/3/2020 17:16,1,0,Blue,Defusekids,1689,1,19,3,54177,41181,PSV Esports
ESPORTSTMNT03/1322227,DL,2020,3/3/2020 17:16,1,0,Red,PSV Esports,1689,0,3,19,41181,54177,Defusekids
ESPORTSTMNT03/1322229,GLL,2020,3/3/2020 17:24,1,0,Blue,Intrepid Fox Gaming,1501,1,21,6,51433,37599,Pyrsos Esports
ESPORTSTMNT03/1322229,GLL,2020,3/3/2020 17:24,1,0,Red,Pyrsos Esports,1501,0,6,21,37599,51433,Intrepid Fox Gaming
ESPORTSTMNT03/1332267,UL,2020,3/3/2020 17:28,1,0,Blue,PRIDE,2602,0,14,24,68415,78484,AVEZ Esport
ESPORTSTMNT03/1332267,UL,2020,3/3/2020 17:28,1,0,Red,AVEZ Esport,2602,1,24,14,78484,68415,PRIDE
ESPORTSTMNT03/1322234,PRM,2020,3/3/2020 17:39,1,0,Blue,GamerLegion,1412,0,7,22,37324,47789,mYinsanity
ESPORTSTMNT03/1322234,PRM,2020,3/3/2020 17:39,1,0,Red,mYinsanity,1412,1,22,7,47789,37324,GamerLegion
ESPORTSTMNT03/1322237,UKLC,2020,3/3/2020 17:43,1,0,Blue,MnM Gaming,2471,0,24,13,68189,71294,BT Excel
ESPORTSTMNT03/1322237,UKLC,2020,3/3/2020 17:43,1,0,Red,BT Excel,2471,1,13,24,71294,68189,MnM Gaming
ESPORTSTMNT03/1332273,PGN,2020,3/3/2020 17:43,2,1,Blue,Cyberground Gaming,1801,0,7,21,45456,57076,Racoon
ESPORTSTMNT03/1332273,PGN,2020,3/3/2020 17:43,2,1,Red,Racoon,1801,1,21,7,57076,45456,Cyberground Gaming
ESPORTSTMNT03/1322251,LFL,2020,3/3/2020 18:03,1,0,Blue,Misfits Premier,1682,1,14,3,55309,41952,IZI Dream
ESPORTSTMNT03/1322251,LFL,2020,3/3/2020 18:03,1,0,Red,IZI Dream,1682,0,3,14,41952,55309,Misfits Premier
ESPORTSTMNT03/1332304,LPLOL,2020,3/3/2020 18:33,1,0,Blue,For The Win Esports,1657,1,23,3,50474,39924,GeekCase eSports
ESPORTSTMNT03/1332304,LPLOL,2020,3/3/2020 18:33,1,0,Red,GeekCase eSports,1657,0,3,24,39924,50474,For The Win Esports
ESPORTSTMNT03/1332305,PGN,2020,3/3/2020 18:34,3,1,Blue,Cyberground Gaming,1691,0,6,26,39931,57053,Racoon
ESPORTSTMNT03/1332305,PGN,2020,3/3/2020 18:34,3,1,Red,Racoon,1691,1,26,6,57053,39931,Cyberground Gaming
ESPORTSTMNT03/1332306,DL,2020,3/3/2020 18:34,1,0,Blue,Team Echo Zulu,2299,0,7,19,62669,71230,Dynasty
ESPORTSTMNT03/1332306,DL,2020,3/3/2020 18:34,1,0,Red,Dynasty,2299,1,19,7,71230,62669,Team Echo Zulu
ESPORTSTMNT03/1322274,PRM,2020,3/3/2020 18:40,1,0,Blue,Berlin International Gaming,2280,0,10,14,64604,70554,mousesports
ESPORTSTMNT03/1322274,PRM,2020,3/3/2020 18:40,1,0,Red,mousesports,2280,1,14,10,70554,64604,Berlin International Gaming
ESPORTSTMNT03/1322281,UKLC,2020,3/3/2020 18:58,1,0,Blue,Fnatic Rising,1539,1,27,4,55031,37607,Demise
ESPORTSTMNT03/1322281,UKLC,2020,3/3/2020 18:58,1,0,Red,Demise,1539,0,4,27,37607,55031,Fnatic Rising
ESPORTSTMNT03/1332336,DL,2020,3/3/2020 19:14,1,0,Blue,Defusekids,2025,1,16,5,62651,52277,mCon esports Rotterdam
ESPORTSTMNT03/1332336,DL,2020,3/3/2020 19:14,1,0,Red,mCon esports Rotterdam,2025,0,5,16,52277,62651,Defusekids
ESPORTSTMNT03/1332344,PGN,2020,3/3/2020 19:24,1,1,Blue,Samsung Morning Stars,2193,1,17,14,68109,61521,Campus Party Sparks
ESPORTSTMNT03/1332344,PGN,2020,3/3/2020 19:24,1,1,Red,Campus Party Sparks,2193,0,14,17,61521,68109,Samsung Morning Stars
ESPORTSTMNT03/1322301,UL,2020,3/3/2020 19:33,1,0,Blue,K1CK,1630,1,21,4,54789,39023,devils.one
ESPORTSTMNT03/1322301,UL,2020,3/3/2020 19:33,1,0,Red,devils.one,1630,0,4,21,39023,54789,K1CK
ESPORTSTMNT03/1322312,UKLC,2020,3/3/2020 19:45,1,0,Blue,NVision Esports,2040,0,5,12,50379,60870,Barrage
ESPORTSTMNT03/1322312,UKLC,2020,3/3/2020 19:45,1,0,Red,Barrage,2040,1,12,5,60870,50379,NVision Esports
ESPORTSTMNT03/1322320,PRM,2020,3/3/2020 19:54,1,0,Blue,FC Schalke 04 Evolution,2406,1,17,15,71488,70653,OP innogy eSport
ESPORTSTMNT03/1322320,PRM,2020,3/3/2020 19:54,1,0,Red,OP innogy eSport,2406,0,15,17,70653,71488,FC Schalke 04 Evolution
ESPORTSTMNT03/1322321,LPLOL,2020,3/3/2020 19:55,1,0,Blue,Cidade Curiosa Esports,2012,0,12,25,51976,62325,GTZ Bulls
ESPORTSTMNT03/1322321,LPLOL,2020,3/3/2020 19:55,1,0,Red,GTZ Bulls,2012,1,25,13,62325,51976,Cidade Curiosa Esports
ESPORTSTMNT03/1332380,PGN,2020,3/3/2020 20:28,2,1,Blue,Samsung Morning Stars,1871,1,25,13,62741,50665,Campus Party Sparks
ESPORTSTMNT03/1332380,PGN,2020,3/3/2020 20:28,2,1,Red,Campus Party Sparks,1871,0,13,25,50665,62741,Samsung Morning Stars
ESPORTSTMNT03/1322344,DL,2020,3/3/2020 20:33,1,0,Blue,Team THRLL,2272,1,24,10,68026,57384,Dynasty
ESPORTSTMNT03/1322344,DL,2020,3/3/2020 20:33,1,0,Red,Dynasty,2272,0,10,24,57384,68026,Team THRLL
ESPORTSTMNT03/1332385,LHE,2020,3/3/2020 20:38,1,0,Blue,Humanoids5,1784,0,6,20,42002,57406,Dark Horse
ESPORTSTMNT03/1332385,LHE,2020,3/3/2020 20:38,1,0,Red,Dark Horse,1784,1,20,6,57406,42002,Humanoids5
ESPORTSTMNT03/1322347,UKLC,2020,3/3/2020 20:39,1,0,Blue,Phelan Gaming,1514,1,8,10,43542,41853,Enclave Gaming
ESPORTSTMNT03/1322347,UKLC,2020,3/3/2020 20:39,1,0,Red,Enclave Gaming,1514,0,10,8,41853,43542,Phelan Gaming
ESPORTSTMNT06/1170400,LFL,2020,3/3/2020 20:42,1,0,Blue,GameWard,1666,1,12,6,49329,44073,Team MCES
ESPORTSTMNT06/1170400,LFL,2020,3/3/2020 20:42,1,0,Red,Team MCES,1666,0,6,12,44073,49329,GameWard
ESPORTSTMNT03/1322349,LPLOL,2020,3/3/2020 20:56,1,0,Blue,GeekCase eSports,3113,1,13,17,87215,85124,Boavista FC
ESPORTSTMNT03/1322349,LPLOL,2020,3/3/2020 20:56,1,0,Red,Boavista FC,3113,0,17,13,85124,87215,GeekCase eSports
ESPORTSTMNT03/1322360,PRM,2020,3/3/2020 21:12,1,0,Blue,Unicorns Of Love Sexy Edition,2282,1,22,11,71426,65773,ad hoc gaming
ESPORTSTMNT03/1322360,PRM,2020,3/3/2020 21:12,1,0,Red,ad hoc gaming,2282,0,11,22,65773,71426,Unicorns Of Love Sexy Edition
ESPORTSTMNT06/1170405,LFL,2020,3/3/2020 21:24,1,0,Blue,Solary,1472,0,8,24,37038,50911,GamersOrigin
ESPORTSTMNT06/1170405,LFL,2020,3/3/2020 21:24,1,0,Red,GamersOrigin,1472,1,24,8,50911,37038,Solary
ESPORTSTMNT03/1332424,LHE,2020,3/3/2020 21:33,1,0,Blue,FroztFire Team,1343,1,15,3,45459,31841,Valorous
ESPORTSTMNT03/1332424,LHE,2020,3/3/2020 21:33,1,0,Red,Valorous,1343,0,3,15,31841,45459,FroztFire Team
ESPORTSTMNT03/1332426,LPLOL,2020,3/3/2020 21:46,1,0,Blue,For The Win Esports,1826,1,25,3,59818,45140,SAMCLAN Esports Club
ESPORTSTMNT03/1332426,LPLOL,2020,3/3/2020 21:46,1,0,Red,SAMCLAN Esports Club,1826,0,3,25,45140,59818,For The Win Esports
ESPORTSTMNT06/1160422,LFL,2020,3/3/2020 22:09,1,0,Blue,LDLC OL,1663,1,10,10,50509,46807,Vitality.Bee
ESPORTSTMNT06/1160422,LFL,2020,3/3/2020 22:09,1,0,Red,Vitality.Bee,1663,0,10,10,46807,50509,LDLC OL
ESPORTSTMNT03/1332444,LHE,2020,3/3/2020 22:22,1,0,Blue,Furious Gaming Chile,2174,1,18,7,65826,58950,ACE 1
ESPORTSTMNT03/1332444,LHE,2020,3/3/2020 22:22,1,0,Red,ACE 1,2174,0,7,18,58950,65826,Furious Gaming Chile
ESPORTSTMNT03/1322396,LPLOL,2020,3/3/2020 23:10,1,0,Blue,Estoril Praia eSports,1655,0,7,18,40423,53149,EGN Esports
ESPORTSTMNT03/1322396,LPLOL,2020,3/3/2020 23:10,1,0,Red,EGN Esports,1655,1,18,8,53149,40423,Estoril Praia eSports
ESPORTSTMNT03/1332478,LHE,2020,3/3/2020 23:27,1,0,Blue,Kaos Latin Gamers,2560,0,11,17,68842,77504,Azules Esports Academy
ESPORTSTMNT03/1332478,LHE,2020,3/3/2020 23:27,1,0,Red,Azules Esports Academy,2560,1,17,11,77504,68842,Kaos Latin Gamers
ESPORTSTMNT03/1332488,BRCC,2020,3/3/2020 23:47,1,0,Blue,Intergalaxy Tigers Gaming,2037,0,11,20,52032,64263,Team oNe eSports
ESPORTSTMNT03/1332488,BRCC,2020,3/3/2020 23:47,1,0,Red,Team oNe eSports,2037,1,20,11,64263,52032,Intergalaxy Tigers Gaming
NA1/3313362221,UPL,2020,3/4/2020 0:33,1,0,Blue,Orgless,1489,1,24,5,49912,37179,Robert Morris University Illinois
NA1/3313362221,UPL,2020,3/4/2020 0:33,1,0,Red,Robert Morris University Illinois,1489,0,5,24,37179,49912,Orgless
ESPORTSTMNT03/1332503,LHE,2020,3/4/2020 0:36,1,0,Blue,Rebirth eSports,1988,1,14,5,63310,51446,Universidad Católica Esports
ESPORTSTMNT03/1332503,LHE,2020,3/4/2020 0:36,1,0,Red,Universidad Católica Esports,1988,0,5,14,51446,63310,Rebirth eSports
NA1/3313781397,UPL,2020,3/4/2020 0:37,1,0,Blue,Supernova,1506,1,15,1,48026,37752,Snowman Slammers
NA1/3313781397,UPL,2020,3/4/2020 0:37,1,0,Red,Snowman Slammers,1506,0,1,15,37752,48026,Supernova
NA1/3313581778,UPL,2020,3/4/2020 0:44,1,0,Blue,Grand View University,927,0,5,16,22912,29931,Issue is Critical
NA1/3313581778,UPL,2020,3/4/2020 0:44,1,0,Red,Issue is Critical,927,1,16,5,29931,22912,Grand View University
ESPORTSTMNT03/1332508,BRCC,2020,3/4/2020 0:51,1,0,Blue,Falkol,3104,1,18,16,85838,89530,Havan Liberty
ESPORTSTMNT03/1332508,BRCC,2020,3/4/2020 0:51,1,0,Red,Havan Liberty,3104,0,16,18,89530,85838,Falkol
NA1/3313691601,UPL,2020,3/4/2020 0:51,1,0,Blue,Team Fish Taco,1398,1,20,5,47020,38213,Full Spectrum
NA1/3313691601,UPL,2020,3/4/2020 0:51,1,0,Red,Full Spectrum,1398,0,5,20,38213,47020,Team Fish Taco
NA1/3313691794,UPL,2020,3/4/2020 1:24,1,0,Blue,unknown team,2647,0,21,28,73677,78414,unknown team
NA1/3313691794,UPL,2020,3/4/2020 1:24,1,0,Red,unknown team,2647,1,28,21,78414,73677,unknown team
NA1/3313781787,UPL,2020,3/4/2020 1:41,2,0,Blue,Snowman Slammers,2374,0,18,13,69315,70554,Supernova
NA1/3313781787,UPL,2020,3/4/2020 1:41,2,0,Red,Supernova,2374,1,13,18,70554,69315,Snowman Slammers
NA1/3313442456,UPL,2020,3/4/2020 1:44,2,0,Blue,Robert Morris University Illinois,1350,0,6,20,35882,48361,Orgless
NA1/3313442456,UPL,2020,3/4/2020 1:44,2,0,Red,Orgless,1350,1,20,6,48361,35882,Robert Morris University Illinois
NA1/3313702000,UPL,2020,3/4/2020 1:44,2,0,Blue,Issue is Critical,1400,1,28,17,47548,37992,Grand View University
NA1/3313702000,UPL,2020,3/4/2020 1:44,2,0,Red,Grand View University,1400,0,17,28,37992,47548,Issue is Critical
NA1/3313691965,UPL,2020,3/4/2020 1:49,2,0,Blue,Full Spectrum,1267,0,10,21,34083,42316,Team Fish Taco
NA1/3313691965,UPL,2020,3/4/2020 1:49,2,0,Red,Team Fish Taco,1267,1,21,10,42316,34083,Full Spectrum
ESPORTSTMNT03/1332530,BRCC,2020,3/4/2020 2:00,1,0,Blue,Santos e-Sports,2683,1,11,8,75415,73503,RED Canids
ESPORTSTMNT03/1332530,BRCC,2020,3/4/2020 2:00,1,0,Red,RED Canids,2683,0,8,11,73503,75415,Santos e-Sports
NA1/3313692261,UPL,2020,3/4/2020 2:30,2,0,Blue,unknown team,1864,0,19,22,50956,56668,unknown team
NA1/3313692261,UPL,2020,3/4/2020 2:30,2,0,Red,unknown team,1864,1,22,19,56668,50956,unknown team
NA1/3313692625,UPL,2020,3/4/2020 3:25,3,0,Blue,unknown team,2392,0,16,17,68217,77014,unknown team
NA1/3313692625,UPL,2020,3/4/2020 3:25,3,0,Red,unknown team,2392,1,17,16,77014,68217,unknown team
ESPORTSTMNT03/1332603,LCK,2020,3/4/2020 7:08,1,0,Blue,DAMWON Gaming,1988,0,7,18,52359,61888,DRX
ESPORTSTMNT03/1332603,LCK,2020,3/4/2020 7:08,1,0,Red,DRX,1988,1,18,7,61888,52359,DAMWON Gaming
ESPORTSTMNT03/1332642,LCK,2020,3/4/2020 8:51,2,0,Blue,DRX,1991,1,21,12,69569,53920,DAMWON Gaming
ESPORTSTMNT03/1332642,LCK,2020,3/4/2020 8:51,2,0,Red,DAMWON Gaming,1991,0,11,21,53920,69569,DRX
ESPORTSTMNT03/1332659,LCK,2020,3/4/2020 9:49,1,0,Blue,Hanwha Life Esports,1865,0,3,8,49698,55628,SeolHaeOne Prince
ESPORTSTMNT03/1332659,LCK,2020,3/4/2020 9:49,1,0,Red,SeolHaeOne Prince,1865,1,8,3,55628,49698,Hanwha Life Esports
ESPORTSTMNT03/1332688,LCK,2020,3/4/2020 11:40,2,0,Blue,SeolHaeOne Prince,2607,1,20,10,80487,71288,Hanwha Life Esports
ESPORTSTMNT03/1332688,LCK,2020,3/4/2020 11:40,2,0,Red,Hanwha Life Esports,2607,0,10,20,71288,80487,SeolHaeOne Prince
ESPORTSTMNT03/1332780,UL,2020,3/4/2020 15:41,1,0,Blue,AVEZ Esport,2589,0,8,11,72387,77343,devils.one
ESPORTSTMNT03/1332780,UL,2020,3/4/2020 15:41,1,0,Red,devils.one,2589,1,11,8,77343,72387,AVEZ Esport
ESPORTSTMNT03/1332800,PRM,2020,3/4/2020 16:16,1,0,Blue,OP innogy eSport,2051,0,8,10,53012,64426,Berlin International Gaming
ESPORTSTMNT03/1332800,PRM,2020,3/4/2020 16:16,1,0,Red,Berlin International Gaming,2051,1,10,8,64426,53012,OP innogy eSport
ESPORTSTMNT03/1332810,UL,2020,3/4/2020 16:47,1,0,Blue,Diablo Chairs,1509,1,13,1,46385,34234,Illuminar Gaming
ESPORTSTMNT03/1332810,UL,2020,3/4/2020 16:47,1,0,Red,Illuminar Gaming,1509,0,1,13,34234,46385,Diablo Chairs
ESPORTSTMNT03/1332837,UL,2020,3/4/2020 17:50,1,0,Blue,piratesports,2287,1,16,11,66594,60397,PRIDE
ESPORTSTMNT03/1332837,UL,2020,3/4/2020 17:50,1,0,Red,PRIDE,2287,0,11,16,60397,66594,piratesports
ESPORTSTMNT03/1332860,PRM,2020,3/4/2020 18:18,1,0,Blue,SK Gaming Prime,1509,0,11,20,42673,47494,Unicorns Of Love Sexy Edition
ESPORTSTMNT03/1332860,PRM,2020,3/4/2020 18:18,1,0,Red,Unicorns Of Love Sexy Edition,1509,1,20,11,47494,42673,SK Gaming Prime
